Jour,Product_ID,Stock,Consommation,Reapprovisionnement
2025-04-04,P027,443,33,0
2025-04-04,P028,210,20,23
2025-04-04,P029,310,1,0
2025-04-04,P030,314,36,0
2025-04-04,P031,205,28,0
2025-04-04,P032,53,49,0
2025-04-04,P033,90,42,0
2025-04-04,P034,241,28,0
2025-04-04,P035,386,4,84
2025-04-04,P036,399,49,0
2025-04-04,P037,135,11,0
2025-04-04,P038,277,12,99
2025-04-04,P039,170,29,23
2025-04-04,P040,377,44,0
2025-04-04,P041,334,17,0
2025-04-04,P042,319,29,0
2025-04-04,P043,271,30,0
2025-04-04,P044,434,34,0
2025-04-04,P045,316,13,63
2025-04-04,P046,87,15,17
2025-04-04,P047,44,19,49
2025-04-04,P048,92,14,0
2025-04-04,P049,346,4,96
2025-04-04,P050,285,15,0
2025-04-05,P001,178,26,0
2025-04-05,P002,345,0,71
2025-04-05,P003,172,7,0
2025-04-05,P004,64,24,0
2025-04-05,P005,78,49,0
2025-04-05,P006,196,21,0
2025-04-05,P007,443,40,0
2025-04-05,P008,426,3,0
2025-04-05,P009,191,49,0
2025-04-05,P010,216,26,0
2025-04-05,P011,139,16,0
2025-04-05,P012,396,27,0
2025-04-05,P013,305,33,29
2025-04-05,P014,414,30,0
2025-04-05,P015,323,28,98
2025-04-05,P016,254,19,62
2025-04-05,P017,123,36,0
2025-04-05,P018,343,12,0
2025-04-05,P019,176,10,0
2025-04-05,P020,444,0,0
2025-04-05,P021,436,11,94
2025-04-05,P022,270,10,38
2025-04-05,P023,366,39,71
2025-04-05,P024,121,0,0
2025-04-05,P025,118,7,96
2025-04-05,P026,117,39,45
2025-04-05,P027,182,12,14
2025-04-05,P028,469,27,94
2025-04-05,P029,66,2,0
2025-04-05,P030,159,21,53
2025-04-05,P031,170,10,0
2025-04-05,P032,220,12,0
2025-04-05,P033,151,50,0
2025-04-05,P034,251,27,0
2025-04-05,P035,261,43,4
2025-04-05,P036,56,12,0
2025-04-05,P037,83,1,0
2025-04-05,P038,370,16,0
2025-04-05,P039,391,47,0
2025-04-05,P040,30,11,0
2025-04-05,P041,448,7,0
2025-04-05,P042,197,19,0
2025-04-05,P043,186,3,0
2025-04-05,P044,146,5,0
2025-04-05,P045,108,47,0
2025-04-05,P046,419,17,0
2025-04-05,P047,274,0,0
2025-04-05,P048,22,9,0
2025-04-05,P049,62,7,0
2025-04-05,P050,372,30,0
2025-04-06,P001,81,20,0
2025-04-06,P002,33,31,42
2025-04-06,P003,446,3,81
2025-04-06,P004,399,11,35
2025-04-06,P005,142,19,0
2025-04-06,P006,474,40,0
2025-04-06,P007,335,43,9
2025-04-06,P008,431,34,0
2025-04-06,P009,90,4,0
2025-04-06,P010,54,47,0
2025-04-06,P011,51,35,89
2025-04-06,P012,113,39,0
2025-04-06,P013,25,4,0
2025-04-06,P014,416,18,0
2025-04-06,P015,303,46,72
2025-04-06,P016,111,29,0
2025-04-06,P017,178,49,25
2025-04-06,P018,218,19,0
2025-04-06,P019,315,43,35
2025-04-06,P020,210,13,0
2025-04-06,P021,214,0,0
2025-04-06,P022,109,9,0
2025-04-06,P023,126,15,0
2025-04-06,P024,107,31,99
2025-04-06,P025,439,37,0
2025-04-06,P026,195,14,80
2025-04-06,P027,421,40,0
2025-04-06,P028,202,41,0
2025-04-06,P029,497,30,0
2025-04-06,P030,382,38,0
2025-04-06,P031,414,20,35
2025-04-06,P032,44,33,0
2025-04-06,P033,325,20,0
2025-04-06,P034,91,31,0
2025-04-06,P035,184,23,0
2025-04-06,P036,249,13,0
2025-04-06,P037,453,31,0
2025-04-06,P038,109,50,0
2025-04-06,P039,183,1,0
2025-04-06,P040,295,18,0
2025-04-06,P041,314,40,0
2025-04-06,P042,112,23,0
2025-04-06,P043,231,49,0
2025-04-06,P044,363,13,0
2025-04-06,P045,105,11,0
2025-04-06,P046,375,42,0
2025-04-06,P047,480,5,0
2025-04-06,P048,381,2,0
2025-04-06,P049,65,14,71
2025-04-06,P050,53,45,0
2025-04-07,P001,146,29,0
2025-04-07,P002,353,2,65
2025-04-07,P003,293,2,0
2025-04-07,P004,454,35,0
2025-04-07,P005,460,18,0
2025-04-07,P006,270,48,0
2025-04-07,P007,129,45,28
2025-04-07,P008,449,31,51
2025-04-07,P009,374,0,0
2025-04-07,P010,349,32,0
2025-04-07,P011,488,23,0
2025-04-07,P012,239,23,0
2025-04-07,P013,38,5,17
2025-04-07,P014,132,35,0
2025-04-07,P015,428,20,0
2025-04-07,P016,403,30,0
2025-04-07,P017,50,31,88
2025-04-07,P018,464,43,0
2025-04-07,P019,242,41,46
2025-04-07,P020,31,7,0
2025-04-07,P021,137,36,0
2025-04-07,P022,198,11,0
2025-04-07,P023,70,2,0
2025-04-07,P024,90,16,0
2025-04-07,P025,223,9,0
2025-04-07,P026,422,28,0
2025-04-07,P027,343,25,0
2025-04-07,P028,131,14,0
2025-04-07,P029,469,16,0
2025-04-07,P030,168,29,0
2025-04-07,P031,481,47,0
2025-04-07,P032,499,34,60
2025-04-07,P033,411,2,0
2025-04-07,P034,109,22,0
2025-04-07,P035,487,21,0
2025-04-07,P036,246,21,0
2025-04-07,P037,421,6,21
2025-04-07,P038,297,1,0
2025-04-07,P039,404,18,0
2025-04-07,P040,280,2,66
2025-04-07,P041,438,0,48
2025-04-07,P042,140,22,0
2025-04-07,P043,165,25,0
2025-04-07,P044,355,13,0
2025-04-07,P045,127,9,0
2025-04-07,P046,475,5,0
2025-04-07,P047,390,15,41
2025-04-07,P048,419,12,0
2025-04-07,P049,297,23,57
2025-04-07,P050,103,5,0
2025-04-08,P001,333,13,0
2025-04-08,P002,419,0,0
2025-04-08,P003,369,39,0
2025-04-08,P004,451,35,92
2025-04-08,P005,294,8,0
2025-04-08,P006,93,16,0
2025-04-08,P007,149,33,0
2025-04-08,P008,275,40,97
2025-04-08,P009,348,46,0
2025-04-08,P010,266,33,0
2025-04-08,P011,87,1,0
2025-04-08,P012,368,24,0
2025-04-08,P013,300,16,68
2025-04-08,P014,472,17,0
2025-04-08,P015,410,3,38
2025-04-08,P016,78,12,0
2025-04-08,P017,65,30,0
2025-04-08,P018,100,20,66
2025-04-08,P019,130,11,0
2025-04-08,P020,289,45,0
2025-04-08,P021,161,2,0
2025-04-08,P022,257,47,0
2025-04-08,P023,341,13,99
2025-04-08,P024,241,28,0
2025-04-08,P025,96,3,0
2025-04-08,P026,205,48,0
2025-04-08,P027,261,32,0
2025-04-08,P028,383,8,86
2025-04-08,P029,475,42,0
2025-04-08,P030,482,36,0
2025-04-08,P031,263,12,44
2025-04-08,P032,382,37,0
2025-04-08,P033,43,6,22
2025-04-08,P034,408,49,0
2025-04-08,P035,245,9,61
2025-04-08,P036,319,26,31
2025-04-08,P037,138,16,0
2025-04-08,P038,174,5,0
2025-04-08,P039,107,10,0
2025-04-08,P040,437,12,0
2025-04-08,P041,293,36,0
2025-04-08,P042,294,10,0
2025-04-08,P043,267,17,90
2025-04-08,P044,452,18,0
2025-04-08,P045,492,18,0
2025-04-08,P046,120,25,0
2025-04-08,P047,258,35,58
2025-04-08,P048,404,14,98
2025-04-08,P049,361,5,0
2025-04-08,P050,151,5,0
2025-04-09,P001,155,8,0
2025-04-09,P002,211,28,22
2025-04-09,P003,62,30,0
2025-04-09,P004,428,27,0
2025-04-09,P005,500,14,0
2025-04-09,P006,412,33,0
2025-04-09,P007,204,7,40
2025-04-09,P008,140,12,5
2025-04-09,P009,298,22,0
2025-04-09,P010,268,43,0
2025-04-09,P011,260,6,0
2025-04-09,P012,182,2,0
2025-04-09,P013,389,15,0
2025-04-09,P014,196,13,0
2025-04-09,P015,183,9,0
2025-04-09,P016,186,2,22
2025-04-09,P017,422,43,0
2025-04-09,P018,414,15,0
2025-04-09,P019,187,27,79
2025-04-09,P020,288,21,86
2025-04-09,P021,232,34,0
2025-04-09,P022,198,0,0
2025-04-09,P023,494,42,0
2025-04-09,P024,312,5,0
2025-04-09,P025,203,36,79
2025-04-09,P026,297,13,0
2025-04-09,P027,306,0,0
2025-04-09,P028,341,36,0
2025-04-09,P029,239,22,0
2025-04-09,P030,365,32,0
2025-04-09,P031,310,45,0
2025-04-09,P032,72,0,5
2025-04-09,P033,479,46,0
2025-04-09,P034,373,46,67
2025-04-09,P035,346,49,0
2025-04-09,P036,429,22,0
2025-04-09,P037,251,39,32
2025-04-09,P038,70,23,0
2025-04-09,P039,445,10,0
2025-04-09,P040,91,38,0
2025-04-09,P041,395,43,70
2025-04-09,P042,370,46,51
2025-04-09,P043,403,9,67
2025-04-09,P044,228,8,0
2025-04-09,P045,423,28,46
2025-04-09,P046,166,37,0
2025-04-09,P047,198,39,85
2025-04-09,P048,88,50,0
2025-04-09,P049,108,19,93
2025-04-09,P050,231,33,0
2025-04-10,P001,132,12,0
2025-04-10,P002,409,5,0
2025-04-10,P003,280,9,0
2025-04-10,P004,86,2,37
2025-04-10,P005,357,36,0
2025-04-10,P006,417,13,0
2025-04-10,P007,354,6,0
2025-04-10,P008,496,38,0
2025-04-10,P009,341,45,0
2025-04-10,P010,158,23,0
2025-04-10,P011,280,4,64
2025-04-10,P012,189,36,0
2025-04-10,P013,374,12,0
2025-04-10,P014,246,42,0
2025-04-10,P015,357,4,0
2025-04-10,P016,392,19,0
2025-04-10,P017,103,29,13
2025-04-10,P018,74,37,0
2025-04-10,P019,41,33,0
2025-04-10,P020,244,45,77
2025-04-10,P021,488,4,55
2025-04-10,P022,262,10,85
2025-04-10,P023,472,42,0
2025-04-10,P024,319,23,0
2025-04-10,P025,420,25,0
2025-04-10,P026,333,21,0
2025-04-10,P027,202,12,0
2025-04-10,P028,229,0,0
2025-04-10,P029,197,34,0
2025-04-10,P030,288,31,49
2025-04-10,P031,76,45,41
2025-04-10,P032,211,40,0
2025-04-10,P033,114,2,41
2025-04-10,P034,482,17,0
2025-04-10,P035,409,50,0
2025-04-10,P036,176,31,0
2025-04-10,P037,420,2,0
2025-04-10,P038,375,8,45
2025-04-10,P039,227,46,0
2025-04-10,P040,213,12,0
2025-04-10,P041,176,41,0
2025-04-10,P042,379,6,0
2025-04-10,P043,312,4,0
2025-04-10,P044,113,36,0
2025-04-10,P045,265,21,0
2025-04-10,P046,463,45,0
2025-04-10,P047,153,21,0
2025-04-10,P048,137,20,0
2025-04-10,P049,99,32,0
2025-04-10,P050,231,24,0
2025-04-11,P001,448,6,0
2025-04-11,P002,158,23,0
2025-04-11,P003,500,48,0
2025-04-11,P004,380,5,17
2025-04-11,P005,399,25,0
2025-04-11,P006,98,49,0
2025-04-11,P007,397,11,0
2025-04-11,P008,268,39,0
2025-04-11,P009,181,30,0
2025-04-11,P010,76,15,4
2025-04-11,P011,436,15,61
2025-04-11,P012,280,1,0
2025-04-11,P013,217,17,0
2025-04-11,P014,201,1,8
2025-04-11,P015,138,41,0
2025-04-11,P016,234,8,0
2025-04-11,P017,189,38,14
2025-04-11,P018,169,26,0
2025-04-11,P019,351,45,3
2025-04-11,P020,226,33,0
2025-04-11,P021,209,49,81
2025-04-11,P022,493,7,72
2025-04-11,P023,411,2,0
2025-04-11,P024,187,49,0
2025-04-11,P025,157,16,0
2025-04-11,P026,471,17,14
2025-04-11,P027,151,11,0
2025-04-11,P028,458,14,95
2025-04-11,P029,113,0,6
2025-04-11,P030,138,49,0
2025-04-11,P031,415,34,57
2025-04-11,P032,455,46,12
2025-04-11,P033,273,6,0
2025-04-11,P034,366,41,87
2025-04-11,P035,387,18,0
2025-04-11,P036,80,49,0
2025-04-11,P037,100,42,0
2025-04-11,P038,185,10,50
2025-04-11,P039,240,22,0
2025-04-11,P040,128,11,0
2025-04-11,P041,69,35,83
2025-04-11,P042,418,32,72
2025-04-11,P043,306,12,62
2025-04-11,P044,132,13,74
2025-04-11,P045,335,29,72
2025-04-11,P046,365,6,0
2025-04-11,P047,306,33,0
2025-04-11,P048,290,11,0
2025-04-11,P049,230,46,56
2025-04-11,P050,46,6,82
2025-04-12,P001,58,40,26
2025-04-12,P002,53,19,0
2025-04-12,P003,287,47,0
2025-04-12,P004,292,5,1
2025-04-12,P005,296,40,0
2025-04-12,P006,140,8,0
2025-04-12,P007,136,26,0
2025-04-12,P008,48,40,25
2025-04-12,P009,284,1,92
2025-04-12,P010,175,22,43
2025-04-12,P011,35,31,97
2025-04-12,P012,430,18,0
2025-04-12,P013,268,21,0
2025-04-12,P014,230,17,0
2025-04-12,P015,279,19,17
2025-04-12,P016,204,31,0
2025-04-12,P017,97,35,0
2025-04-12,P018,62,39,0
2025-04-12,P019,385,33,0
2025-04-12,P020,202,6,55
2025-04-12,P021,370,16,0
2025-04-12,P022,145,34,0
2025-04-12,P023,455,10,11
2025-04-12,P024,350,32,0
2025-04-12,P025,120,7,0
2025-04-12,P026,172,29,0
2025-04-12,P027,240,26,0
2025-04-12,P028,121,18,0
2025-04-12,P029,70,26,0
2025-04-12,P030,119,42,0
2025-04-12,P031,216,26,15
2025-04-12,P032,440,13,0
2025-04-12,P033,331,31,74
2025-04-12,P034,295,24,0
2025-04-12,P035,282,33,25
2025-04-12,P036,244,4,0
2025-04-12,P037,289,39,0
2025-04-12,P038,210,5,0
2025-04-12,P039,440,30,0
2025-04-12,P040,461,23,0
2025-04-12,P041,213,22,0
2025-04-12,P042,449,48,0
2025-04-12,P043,34,15,0
2025-04-12,P044,482,17,0
2025-04-12,P045,442,9,0
2025-04-12,P046,213,5,0
2025-04-12,P047,486,16,0
2025-04-12,P048,191,29,0
2025-04-12,P049,237,8,0
2025-04-12,P050,297,37,0
2025-04-13,P001,351,1,0
2025-04-13,P002,474,30,0
2025-04-13,P003,439,41,0
2025-04-13,P004,403,26,0
2025-04-13,P005,469,7,42
2025-04-13,P006,399,1,0
2025-04-13,P007,207,16,0
2025-04-13,P008,450,14,76
2025-04-13,P009,389,11,0
2025-04-13,P010,219,4,16
2025-04-13,P011,419,28,0
2025-04-13,P012,49,20,10
2025-04-13,P013,231,23,0
2025-04-13,P014,361,8,0
2025-04-13,P015,490,43,82
2025-04-13,P016,323,10,0
2025-04-13,P017,212,4,0
2025-04-13,P018,331,0,0
2025-04-13,P019,102,34,0
2025-04-13,P020,401,39,0
2025-04-13,P021,455,45,18
2025-04-13,P022,305,3,0
2025-04-13,P023,151,29,0
2025-04-13,P024,204,38,0
2025-04-13,P025,177,40,0
2025-04-13,P026,230,24,0
2025-04-13,P027,96,15,0
2025-04-13,P028,153,38,0
2025-04-13,P029,46,44,75
2025-04-13,P030,346,12,78
2025-04-13,P031,23,21,0
2025-04-13,P032,228,9,0
2025-04-13,P033,468,48,90
2025-04-13,P034,231,49,0
2025-04-13,P035,308,41,70
2025-04-13,P036,253,18,30
2025-04-13,P037,305,43,9
2025-04-13,P038,296,47,0
2025-04-13,P039,171,48,0
2025-04-13,P040,235,4,0
2025-04-13,P041,354,6,0
2025-04-13,P042,171,41,43
2025-04-13,P043,494,42,0
2025-04-13,P044,53,1,85
2025-04-13,P045,134,41,0
2025-04-13,P046,383,48,0
2025-04-13,P047,193,37,0
2025-04-13,P048,220,3,0
2025-04-13,P049,438,46,0
2025-04-13,P050,53,37,0
2025-04-14,P001,270,31,0
2025-04-14,P002,476,21,67
2025-04-14,P003,164,21,88
2025-04-14,P004,242,36,0
2025-04-14,P005,97,45,0
2025-04-14,P006,126,3,0
2025-04-14,P007,164,50,0
2025-04-14,P008,365,3,0
2025-04-14,P009,132,29,0
2025-04-14,P010,390,27,73
2025-04-14,P011,443,5,18
2025-04-14,P012,94,30,0
2025-04-14,P013,173,45,0
2025-04-14,P014,33,3,0
2025-04-14,P015,426,40,98
2025-04-14,P016,140,34,34
2025-04-14,P017,112,8,0
2025-04-14,P018,432,29,0
2025-04-14,P019,333,41,0
2025-04-14,P020,255,33,60
2025-04-14,P021,365,14,0
2025-04-14,P022,421,45,0
2025-04-14,P023,154,11,0
2025-04-14,P024,331,43,0
2025-04-14,P025,188,25,0
2025-04-14,P026,263,48,1
2025-04-14,P027,311,32,89
2025-04-14,P028,487,27,0
2025-04-14,P029,162,4,37
2025-04-14,P030,65,25,0
2025-04-14,P031,409,2,0
2025-04-14,P032,38,14,0
2025-04-14,P033,293,33,29
2025-04-14,P034,167,13,0
2025-04-14,P035,308,31,0
2025-04-14,P036,238,23,0
2025-04-14,P037,339,50,34
2025-04-14,P038,260,35,0
2025-04-14,P039,37,12,0
2025-04-14,P040,439,46,65
2025-04-14,P041,76,43,0
2025-04-14,P042,163,17,0
2025-04-14,P043,424,44,0
2025-04-14,P044,21,2,26
2025-04-14,P045,260,2,0
2025-04-14,P046,217,28,12
2025-04-14,P047,488,35,17
2025-04-14,P048,179,41,0
2025-04-14,P049,95,25,40
2025-04-14,P050,398,43,0
2025-04-15,P001,190,44,0
2025-04-15,P002,118,36,0
2025-04-15,P003,148,12,0
2025-04-15,P004,245,32,0
2025-04-15,P005,197,10,0
2025-04-15,P006,295,10,35
2025-04-15,P007,116,17,0
2025-04-15,P008,46,23,0
2025-04-15,P009,28,19,0
2025-04-15,P010,207,17,100
2025-04-15,P011,443,42,0
2025-04-15,P012,104,42,25
2025-04-15,P013,22,1,0
2025-04-15,P014,110,22,73
2025-04-15,P015,145,3,0
2025-04-15,P016,431,47,0
2025-04-15,P017,339,50,5
2025-04-15,P018,194,41,0
2025-04-15,P019,403,30,0
2025-04-15,P020,221,3,97
2025-04-15,P021,145,1,0
2025-04-15,P022,443,18,0
2025-04-15,P023,181,29,0
2025-04-15,P024,491,29,0
2025-04-15,P025,431,28,0
2025-04-15,P026,164,6,0
2025-04-15,P027,100,38,44
2025-04-15,P028,138,25,0
2025-04-15,P029,80,3,0
2025-04-15,P030,94,41,0
2025-04-15,P031,326,10,0
2025-04-15,P032,335,35,0
2025-04-15,P033,497,27,0
2025-04-15,P034,329,3,0
2025-04-15,P035,258,23,0
2025-04-15,P036,429,26,0
2025-04-15,P037,343,14,60
2025-04-15,P038,457,48,46
2025-04-15,P039,33,22,0
2025-04-15,P040,273,48,0
2025-04-15,P041,91,40,0
2025-04-15,P042,118,37,0
2025-04-15,P043,365,3,0
2025-04-15,P044,214,46,0
2025-04-15,P045,498,2,40
2025-04-15,P046,47,6,0
2025-04-15,P047,189,7,0
2025-04-15,P048,87,46,42
2025-04-15,P049,248,2,0
2025-04-15,P050,262,4,0
2025-04-16,P001,228,29,32
2025-04-16,P002,257,19,55
2025-04-16,P003,152,13,0
2025-04-16,P004,213,43,0
2025-04-16,P005,215,39,0
2025-04-16,P006,270,0,10
2025-04-16,P007,490,3,0
2025-04-16,P008,468,0,27
2025-04-16,P009,115,32,0
2025-04-16,P010,479,5,13
2025-04-16,P011,195,28,0
2025-04-16,P012,479,24,0
2025-04-16,P013,332,38,0
2025-04-16,P014,331,30,94
2025-04-16,P015,477,5,49
2025-04-16,P016,193,39,0
2025-04-16,P017,336,2,0
2025-04-16,P018,280,29,0
2025-04-16,P019,442,27,0
2025-04-16,P020,422,30,6
2025-04-16,P021,137,3,0
2025-04-16,P022,179,30,0
2025-04-16,P023,435,19,0
2025-04-16,P024,85,46,0
2025-04-16,P025,265,50,96
2025-04-16,P026,391,15,0
2025-04-16,P027,235,2,0
2025-04-16,P028,158,19,0
2025-04-16,P029,109,29,67
2025-04-16,P030,386,31,86
2025-04-16,P031,368,14,55
2025-04-16,P032,361,11,0
2025-04-16,P033,215,40,0
2025-04-16,P034,272,48,0
2025-04-16,P035,229,38,0
2025-04-16,P036,381,44,57
2025-04-16,P037,115,19,0
2025-04-16,P038,488,32,0
2025-04-16,P039,142,27,0
2025-04-16,P040,200,4,0
2025-04-16,P041,274,7,0
2025-04-16,P042,132,20,0
2025-04-16,P043,124,41,0
2025-04-16,P044,22,16,0
2025-04-16,P045,48,45,0
2025-04-16,P046,379,30,0
2025-04-16,P047,167,22,98
2025-04-16,P048,356,3,40
2025-04-16,P049,443,46,0
2025-04-16,P050,166,4,1
2025-04-17,P001,87,49,0
2025-04-17,P002,290,8,0
2025-04-17,P003,216,33,49
2025-04-17,P004,127,18,42
2025-04-17,P005,52,5,0
2025-04-17,P006,170,46,0
2025-04-17,P007,201,33,0
2025-04-17,P008,413,19,0
2025-04-17,P009,255,15,0
2025-04-17,P010,389,24,0
2025-04-17,P011,466,16,0
2025-04-17,P012,309,12,0
2025-04-17,P013,209,26,0
2025-04-17,P014,152,29,0
2025-04-17,P015,127,24,0
2025-04-17,P016,366,20,0
2025-04-17,P017,496,21,67
2025-04-17,P018,48,0,30
2025-04-17,P019,493,0,15
2025-04-17,P020,477,13,0
2025-04-17,P021,439,40,0
2025-04-17,P022,418,45,0
2025-04-17,P023,331,19,0
2025-04-17,P024,258,37,65
2025-04-17,P025,175,11,52
2025-04-17,P026,53,50,0
2025-04-17,P027,186,39,0
2025-04-17,P028,135,46,40
2025-04-17,P029,309,2,94
2025-04-17,P030,451,43,0
2025-04-17,P031,340,41,0
2025-04-17,P032,196,26,0
2025-04-17,P033,449,34,0
2025-04-17,P034,300,38,0
2025-04-17,P035,483,39,0
2025-04-17,P036,44,36,0
2025-04-17,P037,484,2,0
2025-04-17,P038,368,27,0
2025-04-17,P039,378,15,43
2025-04-17,P040,248,16,0
2025-04-17,P041,312,12,0
2025-04-17,P042,71,2,91
2025-04-17,P043,197,28,0
2025-04-17,P044,108,22,0
2025-04-17,P045,63,48,0
2025-04-17,P046,314,0,0
2025-04-17,P047,280,50,0
2025-04-17,P048,208,2,0
2025-04-17,P049,367,6,9
2025-04-17,P050,245,17,57
2025-04-18,P001,189,45,0
2025-04-18,P002,74,3,93
2025-04-18,P003,213,14,0
2025-04-18,P004,384,2,0
2025-04-18,P005,260,31,0
2025-04-18,P006,328,45,3
2025-04-18,P007,265,19,9
2025-04-18,P008,118,23,0
2025-04-18,P009,130,28,53
2025-04-18,P010,468,9,0
2025-04-18,P011,315,24,0
2025-04-18,P012,345,16,0
2025-04-18,P013,56,20,0
2025-04-18,P014,154,14,82
2025-04-18,P015,122,37,0
2025-04-18,P016,219,35,0
2025-04-18,P017,283,41,40
2025-04-18,P018,317,36,89
2025-04-18,P019,215,28,0
2025-04-18,P020,485,34,0
2025-04-18,P021,190,17,0
2025-04-18,P022,208,11,23
2025-04-18,P023,242,29,0
2025-04-18,P024,165,22,63
2025-04-18,P025,194,29,36
2025-04-18,P026,103,34,97
2025-04-18,P027,126,41,0
2025-04-18,P028,277,9,24
2025-04-18,P029,215,47,0
2025-04-18,P030,484,13,27
2025-04-18,P031,301,32,0
2025-04-18,P032,275,18,0
2025-04-18,P033,260,49,0
2025-04-18,P034,224,0,10
2025-04-18,P035,488,50,22
2025-04-18,P036,477,15,0
2025-04-18,P037,110,13,0
2025-04-18,P038,312,20,99
2025-04-18,P039,494,20,0
2025-04-18,P040,385,37,0
2025-04-18,P041,373,0,2
2025-04-18,P042,214,17,67
2025-04-18,P043,428,43,0
2025-04-18,P044,77,24,25
2025-04-18,P045,57,20,0
2025-04-18,P046,408,29,0
2025-04-18,P047,493,4,91
2025-04-18,P048,311,30,20
2025-04-18,P049,204,27,0
2025-04-18,P050,348,44,11
2025-04-19,P001,385,13,6
2025-04-19,P002,380,37,29
2025-04-19,P003,56,42,34
2025-04-19,P004,463,24,0
2025-04-19,P005,37,25,0
2025-04-19,P006,210,50,0
2025-04-19,P007,49,13,0
2025-04-19,P008,355,23,0
2025-04-19,P009,393,47,0
2025-04-19,P010,239,29,54
2025-04-19,P011,383,34,0
2025-04-19,P012,235,45,0
2025-04-19,P013,454,4,0
2025-04-19,P014,58,45,0
2025-04-19,P015,255,21,0
2025-04-19,P016,407,17,45
2025-04-19,P017,384,5,0
2025-04-19,P018,406,40,0
2025-04-19,P019,364,38,29
2025-04-19,P020,495,36,94
2025-04-19,P021,369,20,0
2025-04-19,P022,242,42,0
2025-04-19,P023,265,10,16
2025-04-19,P024,301,47,0
2025-04-19,P025,395,10,0
2025-04-19,P026,106,48,0
2025-04-19,P027,424,30,0
2025-04-19,P028,353,29,17
2025-04-19,P029,309,9,0
2025-04-19,P030,445,34,100
2025-04-19,P031,302,29,0
2025-04-19,P032,94,12,0
2025-04-19,P033,276,2,0
2025-04-19,P034,267,33,39
2025-04-19,P035,202,16,37
2025-04-19,P036,366,14,0
2025-04-19,P037,93,33,0
2025-04-19,P038,351,44,70
2025-04-19,P039,76,5,0
2025-04-19,P040,95,16,96
2025-04-19,P041,445,50,0
2025-04-19,P042,479,48,0
2025-04-19,P043,118,34,0
2025-04-19,P044,173,32,0
2025-04-19,P045,136,40,43
2025-04-19,P046,246,11,0
2025-04-19,P047,152,33,93
2025-04-19,P048,22,7,0
2025-04-19,P049,86,43,93
2025-04-19,P050,442,13,41
2025-04-20,P001,400,5,0
2025-04-20,P002,460,14,0
2025-04-20,P003,38,36,0
2025-04-20,P004,363,5,66
2025-04-20,P005,312,39,0
2025-04-20,P006,429,12,75
2025-04-20,P007,320,42,0
2025-04-20,P008,366,44,0
2025-04-20,P009,25,11,0
2025-04-20,P010,343,35,0
2025-04-20,P011,136,7,24
2025-04-20,P012,311,21,0
2025-04-20,P013,243,1,60
2025-04-20,P014,74,3,0
2025-04-20,P015,56,33,0
2025-04-20,P016,438,8,0
2025-04-20,P017,262,0,0
2025-04-20,P018,488,43,11
2025-04-20,P019,77,14,0
2025-04-20,P020,186,33,0
2025-04-20,P021,423,43,0
2025-04-20,P022,386,36,0
2025-04-20,P023,247,46,0
2025-04-20,P024,430,10,91
2025-04-20,P025,346,42,0
2025-04-20,P026,303,23,0
2025-04-20,P027,441,37,51
2025-04-20,P028,431,21,0
2025-04-20,P029,411,14,26
2025-04-20,P030,50,31,0
2025-04-20,P031,355,1,0
2025-04-20,P032,137,34,50
2025-04-20,P033,331,26,59
2025-04-20,P034,36,31,0
2025-04-20,P035,108,37,0
2025-04-20,P036,286,35,60
2025-04-20,P037,73,1,0
2025-04-20,P038,377,50,4
2025-04-20,P039,421,35,0
2025-04-20,P040,211,7,89
2025-04-20,P041,71,12,0
2025-04-20,P042,125,8,0
2025-04-20,P043,304,10,59
2025-04-20,P044,498,42,0
2025-04-20,P045,68,2,0
2025-04-20,P046,394,9,39
2025-04-20,P047,129,8,0
2025-04-20,P048,480,46,0
2025-04-20,P049,59,26,0
2025-04-20,P050,220,47,81
2025-04-21,P001,356,29,0
2025-04-21,P002,389,2,0
2025-04-21,P003,37,7,0
2025-04-21,P004,229,42,5
2025-04-21,P005,438,10,7
2025-04-21,P006,117,29,0
2025-04-21,P007,374,31,0
2025-04-21,P008,208,10,28
2025-04-21,P009,189,0,59
2025-04-21,P010,229,20,0
2025-04-21,P011,420,22,0
2025-04-21,P012,383,41,0
2025-04-21,P013,403,5,0
2025-04-21,P014,266,20,0
2025-04-21,P015,144,4,1
2025-04-21,P016,168,22,56
2025-04-21,P017,409,12,0
2025-04-21,P018,162,15,53
2025-04-21,P019,443,3,0
2025-04-21,P020,226,12,0
2025-04-21,P021,483,14,0
2025-04-21,P022,129,43,0
2025-04-21,P023,386,40,0
2025-04-21,P024,72,11,0
2025-04-21,P025,103,0,0
2025-04-21,P026,29,26,56
2025-04-21,P027,199,50,0
2025-04-21,P028,492,1,0
2025-04-21,P029,359,16,49
2025-04-21,P030,180,35,100
2025-04-21,P031,31,30,42
2025-04-21,P032,323,45,14
2025-04-21,P033,37,26,18
2025-04-21,P034,432,4,0
2025-04-21,P035,473,40,0
2025-04-21,P036,157,31,0
2025-04-21,P037,363,30,0
2025-04-21,P038,102,45,0
2025-04-21,P039,232,10,0
2025-04-21,P040,365,12,0
2025-04-21,P041,470,15,0
2025-04-21,P042,284,36,28
2025-04-21,P043,486,8,76
2025-04-21,P044,463,16,0
2025-04-21,P045,263,30,0
2025-04-21,P046,282,0,52
2025-04-21,P047,468,14,50
2025-04-21,P048,167,2,0
2025-04-21,P049,93,17,20
